lineID=10002533
lineID=10002534
lineID=10003104
lineID=10002601
lineID=10000321
lineID=10000075
lineID=10000835
lineID=10000834
lineID=10000408
lineID=10000152
lineID=10000239
lineID=10000317
lineID=10000521
lineID=10001305
lineID=10003072
lineID=10002226
lineID=10002227
lineID=10000831
lineID=10000830
lineID=10000340
lineID=10000082
lineID=10000569
lineID=10000577
lineID=10002298
lineID=10002300
lineID=10003074
lineID=10003075
lineID=10000551
lineID=10000679
lineID=10000128
lineID=10000132
lineID=10000833
lineID=10000832
lineID=10000409
lineID=10000390
lineID=10000180
lineID=10000122
lineID=10003039
lineID=10003040
lineID=10003199
lineID=10003198
lineID=10000371
lineID=10000343
lineID=10000212
lineID=10000450
lineID=10000509
lineID=10001685
lineID=10000085
lineID=10000098
lineID=10000164
lineID=10000040
lineID=10000508
lineID=10000507
lineID=10000018
lineID=10000112
lineID=10003201
lineID=10003200
lineID=10003076
lineID=10000539
lineID=10000571
lineID=10002142
lineID=10002141
lineID=10000335
lineID=10000268
lineID=10003122
lineID=10003123
lineID=10000177
lineID=10000422
lineID=10002144
lineID=10002143
lineID=10003189
lineID=10003188
lineID=10003181
lineID=10003182
lineID=10000064
lineID=10002215
lineID=10002145
lineID=10000016
lineID=10000379
lineID=10002447
lineID=10000350
lineID=10000083
lineID=10002239
lineID=10002242
lineID=10000113
lineID=10000392
lineID=10002244
lineID=10002245
lineID=10000545
lineID=10000528
lineID=10000282
lineID=10000318
lineID=10000291
lineID=10000377
lineID=10000506
lineID=10000502
lineID=10000328
lineID=10000405
lineID=10003107
lineID=10003106
lineID=10000573
lineID=10000560
lineID=10000084
lineID=10000337
lineID=10000202
lineID=10000118
lineID=10000191
lineID=10000039
lineID=10003209
lineID=10000178
lineID=10000447
lineID=10000455
lineID=10000489
lineID=10000048
lineID=10000091
lineID=10000366
lineID=10000329
lineID=10000056
lineID=10000399
lineID=10000372
lineID=10000269
lineID=10000024
lineID=10000207
lineID=10000361
lineID=10000192
lineID=10000224
lineID=10000231
lineID=10000289
lineID=10000249
lineID=10000108
lineID=10000080
lineID=10000242
lineID=10000013
lineID=10000055
lineID=10000131
lineID=10000298
lineID=10000325
lineID=10000189
lineID=10000383
lineID=10000222
lineID=10000293
lineID=10000149
lineID=10000184
lineID=10000255
lineID=10000086
lineID=10000010
lineID=10000389
lineID=10000076
lineID=10000286
lineID=10000302
lineID=10000324
lineID=10000196
lineID=10000146
lineID=10000276
lineID=10000068
lineID=10000393
lineID=10000114
lineID=10000130
lineID=10000171
lineID=10000020
lineID=10000105
lineID=10000227
lineID=10000106
lineID=10000429
lineID=10000119
lineID=10000424
lineID=10000295
lineID=10000374
lineID=10000103
lineID=10000427
lineID=10003026
lineID=10003025
lineID=10000252
lineID=10000274
lineID=10000234
lineID=10000369
lineID=10000107
lineID=10000025
lineID=10000232
lineID=10000244
lineID=10000211
lineID=10000316
lineID=10000104
lineID=10000401
lineID=10003206
lineID=10003207
lineID=10000370
lineID=10000046
lineID=10000310
lineID=10000179
lineID=10000300
lineID=10000373
lineID=10000109
lineID=10000258
lineID=10001388
lineID=10001421
lineID=10001363
lineID=10001455
lineID=10001408
lineID=10001440
lineID=10001463
lineID=10001476
lineID=10000120
lineID=10000199
lineID=10000581
lineID=10000547
lineID=10000169
lineID=10000345
lineID=10001472
lineID=10000362
lineID=10000037
lineID=10000522
lineID=10000570
lineID=10000516
lineID=10000562
lineID=10000071
lineID=10000538
lineID=10000576
lineID=10000556
lineID=10000567
lineID=10000523
lineID=10000584
lineID=10000145
lineID=10000172
lineID=10000233
lineID=10000077
lineID=10000587
lineID=10000588
lineID=10000388
lineID=10000093
lineID=10002251
lineID=10002250
lineID=10000515
lineID=10000559
lineID=10000529
lineID=10000582
lineID=10001308
lineID=10001309
lineID=10003336
lineID=10003335
lineID=10003338
lineID=10003337
lineID=10003062
lineID=10003061
lineID=10000585
lineID=10000548
lineID=10000555
lineID=10000525
lineID=10000200
lineID=10000153
lineID=10000566
lineID=10000554
lineID=10000578
lineID=10000580
lineID=10002240
lineID=10002241
lineID=90000152
lineID=10000549
lineID=10000527
lineID=10000561
lineID=10000541
lineID=10002224
lineID=10002225
lineID=10000009
lineID=10000007
lineID=10002446
lineID=10002444
lineID=10000574
lineID=10000558
lineID=10000828
lineID=10000590
lineID=10000000
lineID=10000003
lineID=10002303
lineID=10002308
lineID=10003064
lineID=10003063
lineID=10000550
lineID=10000575
lineID=10000375
lineID=10000036
lineID=10003065
lineID=10003066
lineID=10001316
lineID=10001318
lineID=10002230
lineID=10002231
lineID=10002498
lineID=10002495
lineID=10002494
lineID=10002505
lineID=10003071
lineID=10003070
lineID=10000101
lineID=10000423
lineID=10000403
lineID=10000417
lineID=10000510
lineID=10000514
lineID=10000425
lineID=10000117
lineID=10000503
lineID=10000478
lineID=10000531
lineID=10000579
lineID=10000526
lineID=10000564
lineID=10000530
lineID=10000524
lineID=10000532
lineID=10000517
lineID=10000536
lineID=10000534
lineID=10000218
lineID=10000011
lineID=10000143
lineID=10000353
lineID=10000520
lineID=10000568
lineID=10000533
lineID=10000572
lineID=10002229
lineID=10002228
lineID=10000535
lineID=10000583
lineID=10000092
lineID=10000273
lineID=10000326
lineID=10000111
lineID=10000257
lineID=10000284
lineID=10000336
lineID=10000339
lineID=10000186
lineID=10000380
lineID=10000237
lineID=10000484
lineID=10000158
lineID=10000208
lineID=10000314
lineID=10000266
lineID=10000243
lineID=10000519
lineID=10000557
lineID=10000416
lineID=10000344
lineID=10000415
lineID=10000136
lineID=10002996
lineID=10000248
lineID=10001310
lineID=10002285
lineID=10002288
lineID=10000411
lineID=10000066
lineID=10000349
lineID=10000167
lineID=10000498
lineID=10000505
lineID=10000067
lineID=10000256
lineID=10000090
lineID=10000330
lineID=10000002
lineID=10001415
lineID=10000235
lineID=10000162
lineID=10000023
lineID=10000454
lineID=10000446
lineID=10000312
lineID=10001392
lineID=10002284
lineID=10000319
lineID=10000363
lineID=10000382
lineID=10000449
lineID=10000081
lineID=10000493
lineID=10000305
lineID=10000059
lineID=10000315
lineID=10000213
lineID=10000230
lineID=10000150
lineID=10000437
lineID=10000456
lineID=10000420
lineID=10000097
lineID=10002500
lineID=10002499
lineID=10000030
lineID=10001320
lineID=10000290
lineID=10000397
lineID=10000088
lineID=10000074
lineID=10000418
lineID=10000142
lineID=10000033
lineID=10000027
lineID=10002518
lineID=10002502
lineID=10000351
lineID=10000414
lineID=10002567
lineID=10002520
lineID=10002269
lineID=10002267
lineID=10002521
lineID=10002522
lineID=90003391
lineID=90003392
lineID=10002287
lineID=10002232
lineID=10002222
lineID=10002243
lineID=10000072
lineID=10000348
lineID=10000445
lineID=10000140
lineID=10000827
lineID=10000829
lineID=10001313
lineID=10001312
lineID=10002523
lineID=10002524
lineID=90003581
lineID=90003582
lineID=10001382
lineID=10002272
lineID=10002293
lineID=10003349
lineID=10003350
lineID=10002137
lineID=10002139
lineID=10000165
lineID=10000110
lineID=10000060
lineID=10000053
lineID=10003097
lineID=10003098
lineID=10000331
lineID=10000168
lineID=10000054
lineID=10000292
lineID=10000139
lineID=10000160
lineID=10000500
lineID=10000467
lineID=10000038
lineID=10000028
lineID=10000124
lineID=10000050
lineID=10000334
lineID=10000019
lineID=10003094
lineID=10003093
lineID=10000156
lineID=10000021
lineID=10000323
lineID=10000195
lineID=10000176
lineID=10000148
lineID=10000163
lineID=10000320
lineID=10000229
lineID=10000439
lineID=10000259
lineID=10000444
lineID=10000138
lineID=10000262
lineID=10000228
lineID=10000096
lineID=10000352
lineID=10000043
lineID=10000308
lineID=10000029
lineID=10000170
lineID=10000277
lineID=10003018
lineID=10003017
lineID=10000367
lineID=10000332
lineID=10000205
lineID=10000221
lineID=10000151
lineID=10000121
lineID=10000126
lineID=10000069
lineID=10000461
lineID=10000094
lineID=10000161
lineID=10000283
lineID=10000432
lineID=10000219
lineID=90005291
lineID=90005292
lineID=10000201
lineID=10000404
lineID=10000376
lineID=10000381
lineID=10003091
lineID=10003092
lineID=10003019
lineID=10003020
lineID=10002282
lineID=10000477
lineID=10000137
lineID=10002296
lineID=10002297
lineID=10000482
lineID=10000512
lineID=10000470
lineID=10000465
lineID=10000480
lineID=10000486
lineID=10000015
lineID=10000497
lineID=10003023
lineID=10000241
lineID=10001456
lineID=10001444
lineID=10000261
lineID=10000045
lineID=10002265
lineID=10002264
lineID=10000115
lineID=10000051
lineID=10000421
lineID=10000044
lineID=10003220
lineID=10000311
lineID=10000183
lineID=10000281
lineID=10000466
lineID=10000288
lineID=10000365
lineID=10000462
lineID=10000410
lineID=10000322
lineID=10000134
lineID=10000035
lineID=10000034
lineID=10000313
lineID=10000250
lineID=10000279
lineID=10000245
lineID=10000471
lineID=10000214
lineID=10000031
lineID=10000412
lineID=10000017
lineID=10000052
lineID=10000193
lineID=10000359
lineID=10000435
lineID=10000210
lineID=10000358
lineID=10000144
lineID=10000448
lineID=10000488
lineID=10000236
lineID=10000368
lineID=10000264
lineID=10000453
lineID=10000275
lineID=10000217
lineID=10000438
lineID=10000247
lineID=10000127
lineID=10000499
lineID=10000187
lineID=10000061
lineID=10000267
lineID=10000253
lineID=10000464
lineID=10000419
lineID=10000458
lineID=10000341
lineID=10001380
lineID=10001417
lineID=10002385
lineID=10002363
lineID=10002354
lineID=10002369
lineID=10002317
lineID=10002360
lineID=10001360
lineID=10001418
lineID=10001436
lineID=10001457
lineID=10002311
lineID=10002318
lineID=10002368
lineID=10002332
lineID=10001381
lineID=10001501
lineID=10002340
lineID=10002364
lineID=10002335
lineID=10002356
lineID=10002395
lineID=10002431
lineID=10001515
lineID=10001530
lineID=10002326
lineID=10002373
lineID=10002248
lineID=10002257
lineID=10002437
lineID=10002440
lineID=10002320
lineID=10002322
lineID=10002328
lineID=10002361
lineID=10002355
lineID=10002358
lineID=10002341
lineID=10002349
lineID=10002362
lineID=10002397
lineID=10002352
lineID=10002384
lineID=10002404
lineID=10002430
lineID=10002477
lineID=10002484
lineID=10002428
lineID=10002439
lineID=10002391
lineID=10003137
lineID=10002321
lineID=10002396
lineID=10002410
lineID=10002419
lineID=10002374
lineID=10002413
lineID=10002465
lineID=10002429
lineID=10002418
lineID=10002436
lineID=10002377
lineID=10002394
lineID=10002421
lineID=10002333
lineID=10002379
lineID=10002312
lineID=10002323
lineID=10002371
lineID=10002407
lineID=10002331
lineID=10002401
lineID=10002346
lineID=10002357
lineID=10002382
lineID=10002325
lineID=10002345
lineID=10002405
lineID=10001398
lineID=10001423
lineID=10002324
lineID=10002367
lineID=10002336
lineID=10002393
lineID=10002339
lineID=10002468
lineID=10002348
lineID=10002375
lineID=10002313
lineID=10002378
lineID=10002479
lineID=10002480
lineID=10002315
lineID=10002316
lineID=10002337
lineID=10002415
lineID=10002334
lineID=10002343
lineID=10002443
lineID=10002460
lineID=10002903
lineID=10002904
lineID=10000428
lineID=10000474
lineID=10000116
lineID=10000338
lineID=10000278
lineID=10000047
lineID=10000271
lineID=10000185
lineID=10000159
lineID=10000141
lineID=10000492
lineID=10000680
lineID=10001433
lineID=10001531
lineID=10000394
lineID=10000434
lineID=10000220
lineID=10000475
lineID=10000133
lineID=10000347
lineID=10000451
lineID=10000181
lineID=10000354
lineID=10000263
lineID=10002305
lineID=10002301
lineID=10000440
lineID=10000022
lineID=10000396
lineID=10000457
lineID=10000005
lineID=10000006
lineID=10000430
lineID=10000355
lineID=10000246
lineID=10000391
lineID=10000301
lineID=10000406
lineID=10000487
lineID=10000479
lineID=10000063
lineID=10000155
lineID=10000287
lineID=10000426
lineID=10001410
lineID=10001428
lineID=10000285
lineID=10000089
lineID=10000463
lineID=10000473
lineID=10001459
lineID=10001460
lineID=10002302
lineID=10002304
lineID=10003084
lineID=10003085
lineID=10000436
lineID=10000304
lineID=10000102
lineID=10000442
lineID=10003027
lineID=10003028
lineID=10003029
lineID=10003030
lineID=10003087
lineID=10003086
lineID=10003219
lineID=10003218
lineID=10003121
lineID=10003120
lineID=10000238
lineID=10000387
lineID=10000460
lineID=10000216
lineID=10000297
lineID=10000166
lineID=10000215
lineID=10000194
lineID=10000485
lineID=10000057
lineID=10000501
lineID=10000459
lineID=10000494
lineID=10000306
lineID=10000299
lineID=10000476
lineID=10000272
lineID=10000357
lineID=10000260
lineID=10000491
lineID=10000413
lineID=10000483
lineID=10001427
lineID=10001411
lineID=10000188
lineID=10000356
lineID=10000254
lineID=10000026
lineID=10000481
lineID=10000504
lineID=10001684
lineID=10001438
lineID=10000175
lineID=10000070
lineID=10000099
lineID=10000032
lineID=10000280
lineID=10000182
lineID=10000173
lineID=10000395
lineID=10003031
lineID=10003032
